case_id,state,district,project_type,land_area_acres,number_of_landowners,acquisition_stage,number_of_objections,number_of_court_cases,compensation_completed_pct,pending_approvals,days_in_current_stage,approximate_delay_days,notification_3a_date,sanction_date,notification_3d_date,sanction_amount_lakh,land_acquisition_agency,environmental_clearance,forest_clearance,relocation_required,structures_affected,dispute_severity,payment_status,document_verification_status,project_length_km,last_review_days_ago
AH105246,Uttarakhand,Dehradun,Highway,12.51,4.0,Notification,0.0,0.0,21.9,2.0,40.0,80,2025-06-09,2024-02-14,2024-06-14,4425.0,NHAI,Completed,Not Required,No,7.0,Medium,Complete,Complete,175.14,55.0
AH105247,Himachal Pradesh,Mandi,Road Widening,9.93,5.0,Possession,0.0,1.0,84.2,0.0,68.0,41,2026-04-18,2024-04-24,2024-09-02,4528.0,NHAI,Not Required,Not Required,Yes,20.0,None,Partial,Complete,126.94,92.0
AH105248,Himachal Pradesh,,Highway,7.54,4.0,Notification,1.0,0.0,7.0,0.0,22.0,63,2026-03-21,2024-12-05,2025-01-18,2860.0,State PWD,Pending,Completed,Yes,1.0,Low,Partial,Complete,11.39,147.0
AH105249,Haryana,Karnal,Highway,15.6,3.0,Compensation,1.0,0.0,58.6,2.0,49.0,87,2025-05-29,2024-05-27,2024-11-18,4117.0,Special LA Unit,Pending,Completed,Yes,4.0,Low,Partial,Partial,145.55,155.0
AH105250,Uttar Pradesh,Varanasi,Highway,2.42,3.0,Notification,0.0,0.0,16.1,2.0,21.0,56,2024-05-14,2024-07-27,2024-09-07,3191.0,State PWD,Not Required,Not Required,No,0.0,High,Complete,Pending,111.68,87.0
AH105251,Madhya Pradesh,Bhopal,Bridge,46.65,20.0,Award,0.0,0.0,,3.0,30.0,123,2025-01-15,2024-09-28,2025-02-11,729.0,NHAI,Completed,Completed,No,4.0,Medium,Pending,Complete,86.28,62.0
AH105252,Uttarakhand,Udham Singh Nagar,Highway,20.09,7.0,Compensation,1.0,0.0,60.4,1.0,43.0,83,2025-10-04,2024-09-19,2025-01-22,170.0,State PWD,Completed,Pending,No,24.0,None,Complete,Complete,77.65,56.0
AH105253,Haryana,Karnal,Highway,2.5,1.0,Objection,1.0,0.0,30.1,0.0,63.0,71,2025-05-19,2024-01-10,2024-04-10,533.0,Special LA Unit,Not Required,Completed,No,26.0,None,Pending,Complete,169.13,110.0
AH105254,Madhya Pradesh,Indore,Highway,19.89,10.0,Notification,0.0,0.0,11.7,2.0,23.0,80,2024-11-06,2024-04-15,2024-09-17,1761.0,Special LA Unit,Completed,Completed,No,20.0,Medium,Complete,Partial,79.08,170.0
AH105255,Madhya Pradesh,Gwalior,Highway,17.41,6.0,Compensation,2.0,0.0,75.9,,76.0,110,2024-11-04,2026-05-05,2026-10-15,2520.0,District Administration,Pending,Pending,No,12.0,None,Complete,Complete,10.56,105.0
AH105256,Rajasthan,Ajmer,Railway,41.49,17.0,Compensation,1.0,0.0,82.7,0.0,49.0,112,2024-02-23,2025-08-24,2025-10-03,3210.0,Special LA Unit,Not Required,Not Required,No,15.0,Medium,Partial,Complete,89.06,122.0
AH105257,Madhya Pradesh,Indore,Highway,51.7,20.0,Objection,6.0,0.0,25.8,1.0,31.0,135,2024-09-16,2024-04-21,2024-10-11,2631.0,Special LA Unit,Completed,Not Required,No,5.0,Low,Complete,Partial,58.19,119.0
AH105258,Uttarakhand,Udham Singh Nagar,Highway,59.66,27.0,Award,1.0,0.0,44.4,2.0,17.0,92,2025-08-25,2024-09-12,2024-11-17,1863.0,State PWD,Not Required,Not Required,No,13.0,None,Complete,Partial,10.18,28.0
AH105259,Uttar Pradesh,Kanpur Nagar,Bridge,9.43,4.0,Notification,0.0,0.0,0.8,2.0,9.0,73,2024-08-05,2024-12-10,2025-05-07,3677.0,Special LA Unit,Completed,Pending,Yes,19.0,None,Pending,Complete,69.92,36.0
AH105260,Himachal Pradesh,Solan,Railway,18.91,7.0,Objection,1.0,0.0,34.2,2.0,34.0,87,2026-06-13,2026-03-26,2026-08-26,4313.0,NHAI,Not Required,Completed,No,24.0,None,Complete,Pending,14.91,165.0
AH105261,Rajasthan,Alwar,Highway,7.94,5.0,Possession,0.0,0.0,88.3,0.0,116.0,70,2024-03-15,2026-03-02,2026-06-23,1153.0,Special LA Unit,Completed,Pending,No,29.0,None,Pending,Complete,93.61,91.0
AH105262,Uttarakhand,Haridwar,Highway,27.43,11.0,Notification,0.0,0.0,14.3,0.0,65.0,86,2025-06-13,2025-11-24,2026-05-02,1345.0,District Administration,Completed,Completed,No,12.0,None,Pending,Complete,50.2,180.0
AH105263,Haryana,Karnal,Bypass,1.9,5.0,Award,0.0,0.0,45.5,2.0,39.0,75,2025-03-22,2024-04-05,2024-09-05,4658.0,District Administration,Pending,Completed,No,18.0,None,Complete,Pending,124.76,37.0
AH105264,Punjab,Ludhiana,Railway,4.04,5.0,Compensation,0.0,0.0,76.9,0.0,89.0,87,2026-01-19,2025-03-17,2025-07-03,4854.0,Special LA Unit,Not Required,Not Required,No,3.0,Medium,Complete,Complete,41.19,38.0
AH105265,Himachal Pradesh,Kangra,Bridge,8.26,3.0,Compensation,0.0,0.0,87.3,0.0,63.0,66,2026-03-09,2025-03-11,2025-05-06,1584.0,State PWD,Pending,Pending,No,18.0,None,Partial,Partial,147.65,14.0
AH105266,Haryana,Ambala,Highway,11.35,5.0,Notification,1.0,0.0,17.2,3.0,,62,2025-05-04,2025-07-27,2025-10-30,2571.0,NHAI,Pending,Completed,Yes,3.0,None,Partial,Complete,178.85,32.0
AH105267,Uttarakhand,Haridwar,Railway,13.72,5.0,Compensation,0.0,0.0,69.1,2.0,147.0,152,2025-07-21,2026-01-30,2026-07-14,2910.0,District Administration,Not Required,Pending,Yes,27.0,None,Partial,Complete,31.59,128.0
AH105268,Uttarakhand,Udham Singh Nagar,Highway,35.28,12.0,Compensation,1.0,0.0,85.7,1.0,72.0,83,2025-09-21,2024-10-15,2024-12-14,3192.0,District Administration,Pending,Completed,Yes,4.0,Low,Complete,Complete,131.29,162.0
AH105269,Haryana,Ambala,Highway,6.87,1.0,Objection,1.0,0.0,25.4,2.0,38.0,73,2025-04-13,2025-05-16,2025-11-11,4327.0,NHAI,Not Required,Completed,No,6.0,Low,Partial,Partial,145.8,38.0
AH105270,Uttar Pradesh,Varanasi,Railway,3.98,6.0,Notification,0.0,0.0,11.0,0.0,45.0,73,2024-06-15,2024-08-25,2024-10-21,573.0,State PWD,Completed,Not Required,No,7.0,Low,Complete,Complete,100.57,124.0
AH105271,Haryana,Panipat,Railway,8.59,3.0,Compensation,0.0,0.0,76.5,3.0,131.0,108,2025-01-20,2024-07-08,2024-11-14,2641.0,State PWD,Completed,Completed,No,17.0,Low,Pending,Complete,92.11,130.0
AH105272,Uttar Pradesh,Varanasi,Highway,7.13,3.0,Award,0.0,0.0,48.3,2.0,56.0,79,2024-08-05,2024-10-08,2025-02-11,1121.0,Special LA Unit,Completed,Pending,No,21.0,Low,Pending,Partial,27.6,87.0
AH105273,Haryana,Rohtak,Highway,19.11,13.0,Notification,1.0,0.0,9.7,2.0,66.0,95,2025-02-21,2025-10-23,2025-12-21,3780.0,Special LA Unit,Not Required,Not Required,No,7.0,Medium,Complete,Pending,141.3,7.0
AH105274,Uttarakhand,Udham Singh Nagar,Railway,43.65,,Compensation,2.0,1.0,78.7,0.0,107.0,132,2025-07-07,2025-01-29,2025-05-09,3002.0,NHAI,Completed,Completed,No,24.0,None,Pending,Complete,46.31,171.0
AH105275,Uttar Pradesh,Meerut,Highway,40.44,15.0,Award,2.0,1.0,,3.0,84.0,133,2024-07-07,2025-09-05,2025-10-26,3757.0,District Administration,Completed,Completed,No,21.0,Low,Partial,Pending,47.4,98.0
AH105276,Uttar Pradesh,Meerut,Highway,30.15,13.0,Notification,0.0,0.0,9.5,2.0,15.0,71,2024-08-12,2025-09-14,2025-12-07,4531.0,District Administration,Completed,Pending,No,20.0,None,Pending,Partial,23.66,34.0
AH105277,Punjab,Bathinda,Highway,7.36,4.0,Objection,3.0,1.0,20.9,2.0,105.0,162,2026-01-10,2024-11-21,2025-05-13,3960.0,State PWD,Completed,Pending,No,17.0,None,Partial,Complete,40.69,97.0
AH105278,Madhya Pradesh,Gwalior,Highway,10.41,4.0,Objection,1.0,1.0,14.7,3.0,41.0,98,2024-12-05,2026-05-09,2026-06-16,4277.0,Special LA Unit,Pending,Not Required,No,28.0,Medium,Complete,Complete,117.86,79.0
AH105279,Uttar Pradesh,Lucknow,Bypass,17.13,9.0,Compensation,0.0,1.0,88.9,1.0,86.0,108,2024-06-27,2024-02-11,2024-07-20,4064.0,Special LA Unit,Completed,Not Required,No,26.0,High,Complete,Partial,164.33,84.0
AH105280,Uttarakhand,Haridwar,Highway,6.2,4.0,Award,1.0,1.0,56.6,1.0,57.0,84,2025-10-03,2026-03-18,2026-07-27,3145.0,NHAI,Not Required,Completed,No,24.0,None,Complete,Partial,152.35,146.0
AH105281,Punjab,Patiala,Road Widening,6.71,4.0,Notification,0.0,0.0,8.6,1.0,48.0,68,2025-10-06,2024-01-08,2024-05-29,1992.0,NHAI,Not Required,Pending,Yes,18.0,None,Complete,Complete,161.74,120.0
AH105282,Punjab,Ludhiana,Railway,16.42,6.0,Compensation,0.0,0.0,82.6,1.0,,105,2026-01-13,2024-12-10,2025-02-20,1714.0,District Administration,Pending,Completed,Yes,17.0,Low,Pending,Complete,74.86,47.0
AH105283,Punjab,Moga,Highway,3.74,,Compensation,1.0,1.0,80.8,2.0,101.0,112,2025-11-14,2026-01-12,2026-07-03,1849.0,Special LA Unit,Completed,Completed,No,18.0,High,Pending,Complete,34.93,60.0
AH105284,Himachal Pradesh,Sirmaur,Road Widening,30.23,14.0,Award,1.0,0.0,35.8,2.0,110.0,103,2026-06-11,2025-09-07,2025-11-14,3056.0,District Administration,Not Required,Completed,No,30.0,Low,Complete,Partial,54.18,18.0
AH105285,Uttarakhand,Udham Singh Nagar,Highway,8.49,6.0,Notification,2.0,0.0,11.0,1.0,29.0,87,2025-06-01,2024-10-16,2025-01-29,4027.0,Special LA Unit,Completed,Completed,Yes,15.0,Low,Complete,Pending,121.12,140.0
AH105286,Madhya Pradesh,Gwalior,Bypass,18.91,7.0,Notification,0.0,0.0,15.6,2.0,35.0,80,2024-09-15,2026-03-08,2026-04-12,1867.0,District Administration,Completed,Pending,No,20.0,None,Pending,Complete,101.33,58.0
AH105287,Himachal Pradesh,Mandi,Railway,14.24,5.0,Possession,2.0,0.0,93.1,0.0,65.0,77,2026-02-15,2024-05-03,2024-10-13,2919.0,NHAI,Completed,Pending,No,1.0,None,Complete,Complete,101.54,174.0
AH105288,Uttar Pradesh,Meerut,Railway,34.68,15.0,Objection,2.0,0.0,28.2,1.0,39.0,95,2024-08-26,2025-08-26,2026-01-08,2098.0,NHAI,Completed,Completed,No,23.0,Medium,Pending,Complete,143.22,149.0
AH105289,Madhya Pradesh,Ujjain,Highway,1.96,2.0,Objection,1.0,0.0,24.5,2.0,43.0,80,2024-09-18,2025-04-11,2025-06-04,3058.0,NHAI,Pending,Not Required,Yes,14.0,None,Complete,Partial,142.69,102.0
AH105290,Punjab,Jalandhar,Bypass,34.86,15.0,Compensation,0.0,0.0,73.0,4.0,32.0,98,2026-01-15,2024-07-05,2024-11-11,4102.0,Special LA Unit,Completed,Not Required,No,30.0,Low,Complete,Complete,109.01,30.0
AH105291,Himachal Pradesh,Solan,Road Widening,34.21,12.0,Compensation,1.0,1.0,80.4,3.0,143.0,150,2026-03-04,2026-04-08,2026-06-04,2088.0,Special LA Unit,Not Required,Not Required,Yes,1.0,None,Partial,Complete,106.08,177.0
AH105292,Madhya Pradesh,Jabalpur,Highway,15.17,7.0,Possession,0.0,0.0,93.2,0.0,64.0,55,2024-11-01,2025-11-19,2026-02-23,2014.0,Special LA Unit,Pending,Completed,No,30.0,None,Pending,Complete,114.59,133.0
AH105293,Punjab,Patiala,Highway,18.6,9.0,Award,3.0,0.0,50.2,3.0,55.0,116,2025-10-18,2024-01-08,2024-04-23,1047.0,NHAI,Completed,Completed,Yes,19.0,None,Partial,Complete,113.77,105.0
AH105294,Himachal Pradesh,Mandi,Highway,19.82,7.0,Possession,1.0,0.0,84.8,0.0,40.0,46,2026-04-10,2024-03-19,2024-09-04,2518.0,Special LA Unit,Completed,Completed,No,6.0,None,Partial,Pending,58.31,110.0
AH105295,Punjab,Patiala,Highway,5.55,7.0,Notification,0.0,0.0,4.4,1.0,37.0,63,2025-12-19,2024-02-20,2024-05-09,2311.0,Special LA Unit,Pending,Completed,No,7.0,Low,Complete,Pending,130.01,124.0
AH105296,Rajasthan,Udaipur,Highway,12.5,9.0,Compensation,0.0,1.0,68.3,0.0,52.0,82,2024-01-05,2025-01-08,2025-02-08,842.0,Special LA Unit,Completed,Not Required,No,5.0,None,Complete,Complete,166.1,96.0
AH105297,Uttarakhand,Udham Singh Nagar,Bridge,25.44,10.0,Objection,2.0,0.0,29.9,2.0,35.0,80,2025-08-21,2025-01-10,2025-04-14,4849.0,State PWD,Completed,Completed,No,0.0,None,Pending,Pending,37.43,58.0
AH105298,Uttar Pradesh,Meerut,Bridge,2.61,2.0,Possession,0.0,0.0,91.1,1.0,52.0,39,2024-06-01,2025-10-13,2026-03-30,4305.0,NHAI,Pending,Completed,No,1.0,High,Partial,Complete,25.76,101.0
AH105299,Punjab,Amritsar,Highway,17.82,8.0,Possession,0.0,0.0,93.6,0.0,131.0,99,2026-01-31,2025-08-31,2026-01-27,1489.0,State PWD,Completed,Completed,Yes,23.0,None,Partial,Pending,52.31,162.0
AH105300,Rajasthan,Jaipur,Bridge,12.86,6.0,Compensation,0.0,0.0,78.7,1.0,108.0,114,2024-03-01,2024-01-14,2024-02-21,4724.0,NHAI,Completed,Pending,No,6.0,None,Partial,Pending,80.17,60.0
AH105301,Himachal Pradesh,Kangra,Railway,20.35,11.0,Compensation,1.0,0.0,68.8,4.0,101.0,115,2026-06-12,2025-03-04,2025-04-11,1396.0,District Administration,Completed,Not Required,No,10.0,None,Complete,Partial,136.57,14.0
AH105302,Uttar Pradesh,Meerut,Road Widening,4.05,1.0,Objection,2.0,0.0,20.3,2.0,47.0,96,2024-06-08,2025-12-07,2026-04-29,2123.0,Special LA Unit,Pending,Completed,No,13.0,None,Complete,Partial,179.32,71.0
AH105303,Madhya Pradesh,Gwalior,Bridge,6.35,2.0,Award,0.0,0.0,49.6,2.0,54.0,73,2025-01-13,2026-03-18,2026-08-03,697.0,State PWD,Completed,Not Required,No,20.0,Low,Partial,Partial,62.55,54.0
AH105304,Uttar Pradesh,Varanasi,Railway,3.64,3.0,Notification,0.0,0.0,20.1,3.0,22.0,70,2024-07-29,2024-09-19,2025-01-10,3079.0,NHAI,Pending,Completed,No,24.0,Medium,Pending,Pending,130.03,43.0
AH105305,Punjab,Patiala,Road Widening,3.61,3.0,Compensation,0.0,0.0,96.1,4.0,42.0,84,2026-01-02,2024-02-09,2024-03-23,2431.0,State PWD,Completed,Completed,Yes,21.0,Medium,Pending,Complete,159.37,8.0
AH105306,Madhya Pradesh,Indore,Highway,24.2,10.0,Notification,0.0,0.0,18.2,2.0,22.0,75,2024-12-20,2024-05-17,2024-07-28,1373.0,Special LA Unit,Completed,Pending,No,26.0,None,Complete,Complete,5.8,26.0
AH105307,Punjab,Bathinda,Highway,7.24,5.0,Objection,2.0,0.0,20.3,2.0,37.0,86,2025-11-01,2024-11-02,2025-04-08,1478.0,District Administration,,Pending,Yes,15.0,Medium,Partial,Complete,83.72,170.0
AH105308,Rajasthan,Udaipur,Bridge,6.8,6.0,Objection,3.0,0.0,32.3,0.0,52.0,116,2024-03-01,2025-02-02,2025-03-24,4679.0,NHAI,Pending,Completed,No,14.0,None,Complete,Complete,102.93,84.0
AH105309,Haryana,Hisar,Highway,30.18,13.0,Compensation,0.0,0.0,74.0,1.0,67.0,92,2025-02-11,2024-11-12,2025-01-11,3451.0,State PWD,Not Required,Completed,No,0.0,Medium,Partial,Pending,3.65,13.0
AH105310,Himachal Pradesh,Mandi,Highway,8.92,5.0,Award,1.0,0.0,31.2,0.0,23.0,61,2026-03-30,2024-03-22,2024-06-27,807.0,State PWD,Completed,Pending,No,19.0,None,Partial,Complete,167.85,67.0
AH105311,Himachal Pradesh,Shimla,Highway,27.09,11.0,Award,0.0,0.0,48.5,1.0,58.0,72,2026-04-14,2024-11-02,2025-03-22,718.0,NHAI,Completed,Not Required,No,24.0,None,Complete,Complete,124.82,122.0
AH105312,Uttar Pradesh,Varanasi,Highway,4.89,3.0,Objection,1.0,0.0,17.1,3.0,24.0,70,2024-07-06,2024-09-17,2025-02-18,396.0,State PWD,Pending,Pending,No,19.0,High,Pending,Complete,87.8,15.0
AH105313,Madhya Pradesh,Ujjain,Highway,8.9,2.0,Objection,1.0,0.0,32.5,1.0,45.0,101,2024-12-20,2025-03-14,2025-07-10,1274.0,Special LA Unit,Not Required,Completed,No,11.0,None,Complete,Pending,172.56,74.0
AH105314,Madhya Pradesh,Indore,Bridge,5.53,1.0,Award,0.0,0.0,59.7,0.0,36.0,49,2025-01-03,2024-03-12,2024-06-23,3703.0,NHAI,Pending,Pending,No,20.0,None,Pending,Pending,138.37,166.0
AH105315,Haryana,Rohtak,Highway,19.02,10.0,Objection,2.0,0.0,12.5,2.0,37.0,109,2025-05-23,2025-12-12,2026-03-09,356.0,District Administration,Pending,Not Required,No,7.0,High,Pending,Complete,143.34,8.0
AH105316,Haryana,Hisar,Bypass,10.02,8.0,Compensation,0.0,0.0,66.4,1.0,147.0,108,2025-04-28,2025-01-10,2025-02-15,1283.0,District Administration,Pending,Not Required,No,1.0,High,Pending,Pending,133.26,93.0
AH105317,Rajasthan,Jodhpur,Road Widening,22.23,7.0,Award,0.0,0.0,35.0,2.0,18.0,56,2024-04-05,2024-10-13,2024-12-22,255.0,District Administration,Completed,Completed,No,23.0,None,Partial,Complete,134.57,136.0
AH105318,Punjab,Firozpur,Road Widening,13.6,7.0,Possession,2.0,0.0,87.0,1.0,31.0,17,2025-11-17,2026-03-26,2026-05-27,3265.0,State PWD,Pending,Completed,No,15.0,None,Partial,Partial,152.99,51.0
AH105319,Uttar Pradesh,Meerut,Highway,2.28,1.0,Objection,2.0,0.0,22.1,2.0,50.0,96,2024-07-22,2025-11-01,2025-12-09,4080.0,District Administration,Pending,Pending,No,24.0,Medium,Complete,Pending,95.34,142.0
AH105320,Madhya Pradesh,Indore,Highway,9.54,8.0,Award,,0.0,43.1,0.0,71.0,79,2024-10-10,2024-05-03,2024-09-21,2669.0,District Administration,Completed,Completed,No,19.0,None,Complete,Complete,18.83,163.0
AH105321,Punjab,Jalandhar,Bypass,3.24,2.0,Possession,0.0,0.0,96.7,0.0,24.0,8,2026-01-26,2024-05-11,2024-08-02,4534.0,District Administration,Completed,Not Required,No,25.0,None,Pending,Complete,87.47,49.0
AH105322,Uttarakhand,Dehradun,Railway,16.03,12.0,Possession,0.0,1.0,98.2,0.0,22.0,37,2025-09-12,2024-01-02,2024-04-17,3457.0,Special LA Unit,Completed,Completed,No,23.0,None,Complete,Complete,127.28,164.0
AH105323,Madhya Pradesh,Ujjain,Highway,19.14,7.0,Award,0.0,0.0,61.8,2.0,14.0,69,2024-12-22,2025-05-19,2025-07-18,3831.0,NHAI,Completed,Completed,No,23.0,None,Partial,Complete,131.93,52.0
AH105324,Himachal Pradesh,Shimla,Bridge,20.91,8.0,Notification,0.0,0.0,10.4,2.0,23.0,76,2026-04-01,2024-11-15,2025-03-13,1602.0,NHAI,Completed,Not Required,No,27.0,None,Complete,Partial,61.23,173.0
AH105325,Madhya Pradesh,Bhopal,Bypass,10.76,6.0,Award,0.0,0.0,45.8,3.0,175.0,112,2024-12-20,2024-12-03,2025-01-22,4332.0,Special LA Unit,Completed,Completed,No,5.0,None,Complete,Pending,170.81,6.0
AH105326,Haryana,Ambala,Highway,2.98,4.0,Compensation,0.0,0.0,66.8,2.0,98.0,108,2025-05-23,2025-04-03,2025-08-12,3173.0,District Administration,Pending,Completed,No,15.0,None,Complete,Complete,159.81,85.0
AH105327,Uttar Pradesh,Prayagraj,Road Widening,14.27,8.0,Objection,2.0,0.0,18.8,0.0,24.0,74,2024-08-09,2025-04-30,2025-09-17,478.0,State PWD,Completed,Not Required,Yes,24.0,None,Partial,Complete,82.48,111.0
AH105328,Uttar Pradesh,Lucknow,Bypass,16.88,9.0,Objection,3.0,0.0,30.3,1.0,61.0,113,2024-06-13,2024-01-01,2024-03-17,459.0,District Administration,Completed,Completed,No,14.0,None,Partial,Complete,13.69,63.0
AH105329,Haryana,Karnal,Bypass,10.23,4.0,Award,0.0,0.0,48.9,0.0,50.0,67,2025-03-18,2024-04-06,2024-06-06,4495.0,Special LA Unit,Pending,Completed,No,7.0,None,Complete,Complete,167.25,101.0
AH105330,Haryana,Rohtak,Highway,12.84,8.0,Notification,0.0,0.0,9.1,2.0,49.0,91,2025-05-21,2025-12-11,2026-05-07,1412.0,Special LA Unit,Completed,Completed,No,30.0,Low,Complete,Complete,96.66,115.0
AH105331,Punjab,Firozpur,Highway,2.4,6.0,Possession,1.0,0.0,96.6,0.0,61.0,48,2025-12-26,2026-05-08,2026-07-10,2356.0,Special LA Unit,Completed,Completed,No,9.0,None,Complete,Complete,130.8,120.0
AH105332,Madhya Pradesh,Gwalior,Highway,12.63,7.0,Notification,0.0,0.0,4.6,1.0,34.0,82,2024-12-17,2026-01-23,2026-03-20,3814.0,District Administration,Not Required,Completed,Yes,15.0,None,Partial,Partial,150.67,157.0
AH105333,Himachal Pradesh,Solan,Highway,10.89,4.0,Possession,0.0,0.0,91.4,0.0,41.0,39,2026-03-16,2026-03-26,2026-06-15,3854.0,District Administration,Pending,Completed,No,8.0,None,Complete,Complete,138.21,10.0
AH105334,Uttarakhand,Udham Singh Nagar,Highway,4.26,4.0,Award,1.0,0.0,29.3,2.0,93.0,86,2025-06-30,2025-02-21,2025-08-14,183.0,District Administration,Pending,Completed,No,2.0,Medium,Complete,Partial,38.56,116.0
AH105335,Rajasthan,Ajmer,Road Widening,18.71,4.0,Possession,2.0,0.0,90.4,0.0,43.0,39,2024-03-04,2026-01-13,2026-04-22,3097.0,State PWD,Pending,Not Required,No,6.0,None,Complete,Complete,140.54,114.0
AH105336,Punjab,Firozpur,Road Widening,7.84,5.0,Compensation,0.0,0.0,70.1,0.0,142.0,122,2025-10-27,2026-03-05,2026-05-13,4570.0,District Administration,Completed,Not Required,No,12.0,None,Complete,Complete,121.88,162.0
AH105337,Uttarakhand,Haridwar,Highway,14.51,3.0,Notification,0.0,0.0,7.7,3.0,71.0,89,2025-06-01,2026-03-14,2026-06-29,1781.0,NHAI,Completed,Not Required,No,17.0,None,Partial,Complete,150.16,47.0
AH105338,Madhya Pradesh,Indore,Road Widening,18.08,9.0,Objection,1.0,0.0,27.4,3.0,62.0,100,2024-12-16,2024-05-14,2024-08-04,2736.0,Special LA Unit,Completed,Pending,No,29.0,None,Complete,Partial,94.78,44.0
AH105339,Haryana,Karnal,Highway,15.79,7.0,Notification,0.0,0.0,12.1,3.0,29.0,95,2025-02-24,2024-05-12,2024-09-18,1360.0,State PWD,Completed,Not Required,Yes,19.0,Medium,Partial,Pending,176.45,65.0
AH105340,Madhya Pradesh,Ujjain,Highway,3.82,4.0,Compensation,0.0,0.0,68.3,2.0,65.0,87,2024-09-28,2024-12-28,2025-04-02,3619.0,District Administration,Not Required,Pending,No,11.0,High,Complete,Complete,160.82,4.0
AH105341,Uttarakhand,Nainital,Railway,8.62,4.0,Notification,2.0,0.0,19.5,2.0,55.0,115,2025-07-06,2025-03-29,2025-07-25,634.0,District Administration,Pending,Not Required,No,23.0,None,Partial,Complete,24.7,158.0
AH105342,Haryana,Sirsa,Bypass,72.97,30.0,Compensation,3.0,0.0,68.0,3.0,56.0,121,2025-05-25,2026-05-12,2026-08-15,2621.0,State PWD,Pending,Pending,No,23.0,High,Pending,Complete,47.92,11.0
AH105343,Haryana,Panipat,Highway,39.1,16.0,Possession,0.0,0.0,91.0,0.0,37.0,53,2025-02-06,2024-10-13,2025-01-23,2092.0,State PWD,Pending,Pending,No,6.0,None,Partial,Complete,80.96,120.0
AH105344,Uttar Pradesh,Meerut,Bypass,24.27,12.0,Award,1.0,0.0,35.7,0.0,52.0,86,2024-09-13,2026-01-18,2026-04-25,3223.0,NHAI,Pending,Completed,No,24.0,Medium,Complete,Complete,38.19,86.0
AH105345,Madhya Pradesh,Gwalior,Bypass,15.08,6.0,Compensation,,0.0,76.2,2.0,84.0,106,2024-12-24,2026-03-09,2026-06-06,2495.0,NHAI,Completed,Not Required,No,14.0,None,Complete,Partial,121.19,71.0
AH105346,Haryana,Sirsa,Road Widening,5.16,,Possession,1.0,0.0,98.3,0.0,107.0,64,2025-03-24,2026-05-18,2026-11-08,4909.0,Special LA Unit,Not Required,Completed,No,25.0,None,Pending,Complete,49.03,56.0
AH105347,Haryana,Panipat,Bridge,10.4,2.0,Compensation,0.0,0.0,61.4,1.0,87.0,99,2025-02-28,2024-06-19,2024-08-27,4916.0,District Administration,Pending,Not Required,No,18.0,High,Complete,Partial,73.99,156.0
AH105348,Madhya Pradesh,Bhopal,Highway,8.34,2.0,Notification,1.0,0.0,9.5,1.0,14.0,68,2024-10-05,2024-08-05,2025-01-02,1456.0,District Administration,Pending,Not Required,Yes,1.0,High,Partial,Complete,69.17,15.0
AH105349,Uttarakhand,Dehradun,Highway,11.11,5.0,Objection,3.0,0.0,14.9,2.0,29.0,90,2025-06-07,2024-07-16,2024-11-29,234.0,NHAI,Completed,Completed,No,11.0,None,Complete,Complete,154.69,146.0
AH105350,Uttar Pradesh,Meerut,Bypass,3.49,3.0,Award,1.0,0.0,43.6,2.0,85.0,101,2024-07-22,2025-10-23,2026-02-09,2488.0,Special LA Unit,Completed,Completed,No,2.0,None,Complete,Pending,113.96,160.0
AH105351,Haryana,Rohtak,Road Widening,26.88,12.0,Objection,3.0,1.0,27.0,0.0,17.0,97,2025-03-26,2025-09-10,2025-11-26,2971.0,State PWD,Completed,Not Required,Yes,6.0,None,Pending,Partial,129.06,6.0
AH105352,Rajasthan,Udaipur,Highway,1.22,1.0,Award,1.0,0.0,32.4,3.0,35.0,71,2024-04-19,2025-01-01,2025-04-13,3770.0,State PWD,Completed,Completed,No,2.0,None,Pending,Complete,168.49,95.0
AH105353,Haryana,Karnal,Highway,24.74,10.0,Possession,3.0,0.0,95.6,1.0,44.0,63,2025-02-28,2024-03-21,2024-08-25,2648.0,District Administration,Pending,Not Required,No,2.0,Low,Complete,Complete,117.29,85.0
AH105354,Punjab,Hoshiarpur,Highway,25.15,13.0,Award,1.0,0.0,48.8,2.0,53.0,99,2025-12-06,2025-04-13,2025-06-09,2952.0,District Administration,Not Required,Completed,No,12.0,Medium,Partial,Partial,5.02,43.0
AH105355,Punjab,Amritsar,Highway,86.3,33.0,Objection,4.0,0.0,33.5,2.0,56.0,161,2026-01-06,2025-10-21,2026-02-15,163.0,NHAI,Pending,Pending,No,8.0,High,Complete,Complete,165.26,61.0
AH105356,Uttarakhand,Udham Singh Nagar,Highway,9.66,,Notification,0.0,0.0,6.7,0.0,13.0,39,2025-09-17,2025-03-02,2025-07-24,3825.0,Special LA Unit,Completed,Not Required,No,19.0,None,Complete,Complete,161.79,117.0
AH105357,Punjab,Bathinda,Bridge,7.68,4.0,Possession,0.0,0.0,87.4,1.0,34.0,16,2025-11-02,2024-08-29,2025-01-01,1682.0,NHAI,Completed,Pending,No,16.0,None,Pending,Complete,166.74,118.0
AH105358,Rajasthan,Kota,Highway,13.23,8.0,Objection,5.0,0.0,,3.0,34.0,127,2024-02-29,2025-06-16,2025-08-06,1952.0,District Administration,Completed,Completed,No,27.0,Medium,Partial,Complete,62.87,180.0
